subject_id,left_hippo_volume,right_hippo_volume,total_hippo_volume,left_hippo_voxels,right_hippo_voxels,total_hippo_voxels,voxel_volume,intensity_mean,intensity_median,intensity_std,intensity_min,intensity_max,bayesian_prob_mean,bayesian_prob_std,asymmetry_ratio
OAS1_0005_MR1,4541.0,4444.0,8985.0,4541,4444,8985,1.0,70.32175848636616,69.0,8.629960341407068,27.0,102.0,0.7186672735299726,0.2742582742868878,0.010795770728992765
OAS1_0386_MR1,3980.0,4152.0,8132.0,3980,4152,8132,1.0,69.74913920314806,69.0,9.041851127501841,21.0,116.0,0.7346184386898894,0.2730641804274485,0.02115100836202656
OAS1_0237_MR1,3217.0,3268.0,6485.0,3217,3268,6485,1.0,68.16823438704704,67.0,9.918103011812644,28.0,114.0,0.7302695654712507,0.2852767835091488,0.007864302235929066
OAS1_0155_MR1,3165.0,3154.0,6319.0,3165,3154,6319,1.0,68.59439784776072,69.0,9.610679440633762,25.0,97.0,0.7246171917973984,0.2881485590170048,0.001740781769267289
OAS1_0404_MR1,3308.0,3404.0,6712.0,3308,3404,6712,1.0,71.38051251489868,71.0,8.16238804037124,35.0,102.0,0.73965525819364,0.284958349954667,0.014302741358760428
OAS1_0011_MR1,3899.0,3652.0,7551.0,3899,3652,7551,1.0,69.24725201960005,68.0,9.107761257361625,33.0,135.0,0.7221005367166509,0.27127584863287774,0.03271089921864654
OAS1_0313_MR1,3859.0,3819.0,7678.0,3859,3819,7678,1.0,69.54884084396978,69.0,8.449959845860466,31.0,106.0,0.7288614636300488,0.28088744156893714,0.005209690023443605
OAS1_0069_MR1,4157.0,4393.0,8550.0,4157,4393,8550,1.0,70.00362573099416,69.0,8.829846300161975,30.0,102.0,0.7262855738495749,0.28282570196446444,0.02760233918128655
OAS1_0150_MR1,3783.0,3876.0,7659.0,3783,3876,7659,1.0,69.9334116725421,69.0,9.182899062620734,23.0,111.0,0.7092566573803029,0.27152241741078437,0.012142577359968664
OAS1_0190_MR1,4197.0,4320.0,8517.0,4197,4320,8517,1.0,66.37618879887285,66.0,8.354007636685639,30.0,110.0,0.7216089840994716,0.28195862179765024,0.014441704825642832
OAS1_0258_MR1,4115.0,4252.0,8367.0,4115,4252,8367,1.0,67.670252181188,67.0,8.844832029804776,24.0,106.0,0.7190944107932976,0.27528720931190587,0.016373849647424405
OAS1_0081_MR1,3766.0,3873.0,7639.0,3766,3873,7639,1.0,66.49613823798927,66.0,9.426517232476828,19.0,105.0,0.7341422327347923,0.2743458347194882,0.014007068988087446
OAS1_0375_MR1,4509.0,4499.0,9008.0,4509,4499,9008,1.0,69.92639875666075,70.0,9.842950850025604,23.0,106.0,0.7193835140714752,0.2781271897988621,0.0011101243339253996
OAS1_0057_MR1,4267.0,4125.0,8392.0,4267,4125,8392,1.0,67.89120591039085,67.0,9.519883305240606,32.0,129.0,0.7323904131794333,0.277876078369419,0.016920877025738797
OAS1_0160_MR1,4894.0,4991.0,9885.0,4894,4991,9885,1.0,71.22852807283763,71.0,11.009596012500566,24.0,171.0,0.7340602537314427,0.2696483890573587,0.00981284774911482
OAS1_0148_MR1,4281.0,4646.0,8927.0,4281,4646,8927,1.0,70.30603786266383,70.0,8.886574156663142,22.0,106.0,0.719338716943109,0.2775693799825208,0.04088719614652179
OAS1_0387_MR1,3736.0,3834.0,7570.0,3736,3834,7570,1.0,69.42007926023778,69.0,7.067929952356579,28.0,99.0,0.7310899654295512,0.28314660953055587,0.012945838837516512
OAS1_0030_MR1,3522.0,3991.0,7513.0,3522,3991,7513,1.0,70.18274990017304,70.0,8.429364388810274,27.0,102.0,0.727406788890146,0.2848245610161359,0.06242512977505657
OAS1_0221_MR1,2760.0,2731.0,5491.0,2760,2731,5491,1.0,67.81314878892734,69.0,10.517447330659818,19.0,106.0,0.7412634291098019,0.28581153504637663,0.005281369513749772
OAS1_0151_MR1,4273.0,4553.0,8826.0,4273,4553,8826,1.0,69.95433945162021,68.0,9.002521229546952,27.0,110.0,0.7149993388536453,0.2707616000332109,0.031724450487196916
OAS1_0450_MR1,4067.0,3977.0,8044.0,4067,3977,8044,1.0,67.85343112879164,67.0,7.923256618190422,30.0,98.0,0.720696423513414,0.27873989422226364,0.011188463451019393
OAS1_0332_MR1,3709.0,3855.0,7564.0,3709,3855,7564,1.0,67.78794288736118,68.0,10.783761444531331,24.0,111.0,0.7198429345943808,0.28587573783614406,0.01930195663670016
OAS1_0335_MR1,3198.0,3314.0,6512.0,3198,3314,6512,1.0,67.28501228501229,67.0,9.81456616612946,23.0,97.0,0.7220449093550192,0.28417888525901347,0.017813267813267815
OAS1_0204_MR1,4255.0,4377.0,8632.0,4255,4377,8632,1.0,69.241890639481,68.0,9.646286821234922,33.0,109.0,0.7189413090085163,0.2779826222912914,0.014133456904541241
OAS1_0268_MR1,3496.0,4025.0,7521.0,3496,4025,7521,1.0,67.19199574524664,67.0,9.986234097286136,24.0,101.0,0.7236304326276016,0.28825823427224406,0.07033639143730887
OAS1_0409_MR1,4172.0,4439.0,8611.0,4172,4439,8611,1.0,69.42317965393102,69.0,9.415121704170392,29.0,129.0,0.7073574554909645,0.2736831944856564,0.031006851701312274
OAS1_0288_MR1,3808.0,3936.0,7744.0,3808,3936,7744,1.0,70.98205061983471,70.0,8.636247794050814,29.0,104.0,0.7302408073802541,0.2848843430543412,0.01652892561983471
OAS1_0413_MR1,3476.0,3542.0,7018.0,3476,3542,7018,1.0,67.10929039612425,66.0,9.152901284227035,30.0,106.0,0.7112806002638091,0.2792258324853165,0.009404388714733543
OAS1_0238_MR1,3129.0,3121.0,6250.0,3129,3121,6250,1.0,64.72304,65.0,10.401504369964952,19.0,164.0,0.739556109440161,0.2819934280043163,0.00128
OAS1_0398_MR1,4123.0,4511.0,8634.0,4123,4511,8634,1.0,67.85476025017373,67.0,10.194232912930751,29.0,111.0,0.7127701020546534,0.2792877062968256,0.04493861477878156
OAS1_0285_MR1,4150.0,3951.0,8101.0,4150,3951,8101,1.0,68.03592149117392,67.0,8.777478916923046,29.0,146.0,0.7386713062354151,0.2776467482168809,0.024564868534748797
OAS1_0158_MR1,2642.0,1766.0,4408.0,2642,1766,4408,1.0,66.744555353902,69.0,13.116177523351398,16.0,98.0,0.717375755591437,0.27367604163706416,0.1987295825771325
OAS1_0178_MR1,4014.0,3923.0,7937.0,4014,3923,7937,1.0,68.89404056948469,68.0,8.421878909378561,36.0,123.0,0.7157019495624641,0.2768725896307541,0.011465289152072572
OAS1_0202_MR1,4230.0,4210.0,8440.0,4230,4210,8440,1.0,70.44988151658768,70.0,8.984641977015889,23.0,107.0,0.7254676201726235,0.2774813020891016,0.002369668246445498
OAS1_0229_MR1,3847.0,3994.0,7841.0,3847,3994,7841,1.0,70.32712664200994,69.0,7.893419615462471,27.0,133.0,0.7284761776736285,0.2740857904512666,0.01874760872337712
OAS1_0264_MR1,5063.0,5274.0,10337.0,5063,5274,10337,1.0,70.75476443842507,70.0,9.233344521078303,28.0,138.0,0.7164223086612143,0.27327367996817287,0.020412111831285672
OAS1_0348_MR1,4224.0,4344.0,8568.0,4224,4344,8568,1.0,68.39542483660131,68.0,8.912443046999654,25.0,100.0,0.7202884473863435,0.2766881796421246,0.014005602240896359
OAS1_0073_MR1,3262.0,2904.0,6166.0,3262,2904,6166,1.0,68.53519299383717,69.0,10.917181992314433,19.0,100.0,0.7344389531397962,0.2854966351860392,0.05806033084657801
OAS1_0447_MR1,2454.0,2396.0,4850.0,2454,2396,4850,1.0,66.03360824742268,67.0,9.668116607340224,21.0,91.0,0.725332393753356,0.2907097239220414,0.011958762886597939
OAS1_0191_MR1,4001.0,4152.0,8153.0,4001,4152,8153,1.0,68.54765117134797,68.0,8.798852951457238,21.0,132.0,0.7379970602700323,0.2775976301464561,0.018520789893290812
OAS1_0044_MR1,4295.0,4214.0,8509.0,4295,4214,8509,1.0,72.14431778117287,72.0,9.328435971962746,25.0,149.0,0.7239354554711912,0.27096557082807077,0.009519332471500764
OAS1_0134_MR1,2161.0,2425.0,4586.0,2161,2425,4586,1.0,64.582860880942,66.0,12.153555012722965,19.0,94.0,0.7302034226758733,0.2774959789030428,0.05756650675970344
OAS1_0042_MR1,3508.0,3754.0,7262.0,3508,3754,7262,1.0,66.44822362985404,67.0,10.630508726888726,21.0,103.0,0.722077037191731,0.2850269174755592,0.033874965574221975
OAS1_0222_MR1,3571.0,3525.0,7096.0,3571,3525,7096,1.0,69.49154453213077,69.0,8.442603253742448,38.0,102.0,0.7182178628153343,0.2835138288935353,0.006482525366403607
OAS1_0210_MR1,3402.0,3304.0,6706.0,3402,3304,6706,1.0,67.20772442588726,67.0,10.870188411623605,20.0,105.0,0.7267979193259978,0.2843312588258851,0.014613778705636743
OAS1_0281_MR1,4466.0,4746.0,9212.0,4466,4746,9212,1.0,69.04092488059054,68.0,8.983639126916179,37.0,110.0,0.71282717683916,0.27588554392293224,0.030395136778115502
OAS1_0309_MR1,4024.0,4125.0,8149.0,4024,4125,8149,1.0,69.05816664621426,68.0,9.32853298612899,28.0,114.0,0.7279378426441612,0.2820623305186263,0.012394158792489876
OAS1_0192_MR1,3607.0,3356.0,6963.0,3607,3356,6963,1.0,68.17966393795777,67.0,9.405281458751883,29.0,105.0,0.716839500132786,0.2782648496739064,0.03604768059744363
OAS1_0240_MR1,2423.0,2496.0,4919.0,2423,2496,4919,1.0,69.8320796909941,70.0,10.336337135764094,25.0,103.0,0.7164693022712867,0.28146418023116965,0.014840414718438708
OAS1_0397_MR1,3848.0,3899.0,7747.0,3848,3899,7747,1.0,68.24125467923066,67.0,8.74854241122287,19.0,100.0,0.7138522357510092,0.27506964152701585,0.006583193494255841
OAS1_0055_MR1,4061.0,4002.0,8063.0,4061,4002,8063,1.0,69.12451940964901,68.0,8.13541127392441,35.0,103.0,0.7189335563330985,0.2798974779430456,0.007317375666625325
OAS1_0153_MR1,4359.0,4442.0,8801.0,4359,4442,8801,1.0,70.91864560845359,70.0,8.452422372070309,35.0,105.0,0.7173089295640205,0.2753837665284343,0.009430746506078854
OAS1_0224_MR1,3728.0,3942.0,7670.0,3728,3942,7670,1.0,67.20456323337679,67.0,7.841520555779063,36.0,110.0,0.7272048771747095,0.28538959181814894,0.02790091264667536
OAS1_0274_MR1,3855.0,4029.0,7884.0,3855,4029,7884,1.0,69.94292237442923,70.0,8.795872111016932,31.0,103.0,0.7198927912702585,0.2791766124017812,0.02207001522070015
OAS1_0235_MR1,3882.0,3995.0,7877.0,3882,3995,7877,1.0,67.71905547797385,67.0,10.35274312972714,27.0,137.0,0.7326680644940612,0.27190242063467146,0.01434556303161102
OAS1_0007_MR1,4862.0,4915.0,9777.0,4862,4915,9777,1.0,67.5277692543725,67.0,8.714633728360484,27.0,115.0,0.7239529046077277,0.27422777438345797,0.005420885752275749
OAS1_0206_MR1,3402.0,3364.0,6766.0,3402,3364,6766,1.0,71.35072420928171,72.0,9.242110275407802,34.0,100.0,0.7197614404641679,0.2839036799708562,0.005616316878510198
OAS1_0296_MR1,3929.0,3953.0,7882.0,3929,3953,7882,1.0,69.62357269728496,69.0,8.910093522583134,34.0,117.0,0.7167329117201235,0.27932695111436673,0.0030449124587668104
OAS1_0232_MR1,4170.0,4630.0,8800.0,4170,4630,8800,1.0,68.08568181818181,67.0,9.02990861167066,24.0,107.0,0.7250859200835524,0.27680966896682374,0.05227272727272727
OAS1_0109_MR1,3619.0,3656.0,7275.0,3619,3656,7275,1.0,68.58501718213058,68.0,8.72860893860764,23.0,110.0,0.7274939211650381,0.279216437872113,0.005085910652920962
OAS1_0038_MR1,3949.0,4219.0,8168.0,3949,4219,8168,1.0,66.17421645445641,65.0,8.404276711312933,25.0,105.0,0.7238781448445194,0.2802158267494282,0.03305582761998041
OAS1_0163_MR1,4234.0,4349.0,8583.0,4234,4349,8583,1.0,71.02423395083304,70.0,8.239730345222132,28.0,105.0,0.711129467296948,0.2736305509965304,0.01339857858557614
OAS1_0186_MR1,4019.0,4253.0,8272.0,4019,4253,8272,1.0,70.77828820116054,71.0,11.55117168440114,20.0,111.0,0.7370101517156575,0.2807601402277664,0.028288201160541586
OAS1_0250_MR1,3654.0,3708.0,7362.0,3654,3708,7362,1.0,66.8090192882369,66.0,9.141968513806246,32.0,116.0,0.7080460425379068,0.27674373520244755,0.007334963325183374
OAS1_0098_MR1,3564.0,3046.0,6610.0,3564,3046,6610,1.0,69.13978819969743,70.0,12.252060468927795,20.0,109.0,0.7322399466323788,0.28767425129929686,0.0783661119515885
OAS1_0079_MR1,4243.0,4177.0,8420.0,4243,4177,8420,1.0,70.83610451306413,70.0,9.339275634959684,27.0,147.0,0.7335354894113162,0.2728250336695498,0.007838479809976246
OAS1_0256_MR1,4267.0,4202.0,8469.0,4267,4202,8469,1.0,67.55437477860433,67.0,9.896466105440412,24.0,115.0,0.7232984808392305,0.2837476809874835,0.007675050183020427
OAS1_0380_MR1,3007.0,2881.0,5888.0,3007,2881,5888,1.0,67.0579144021739,69.0,11.340092544205769,13.0,100.0,0.7273559783418059,0.28165579523075274,0.021399456521739132
OAS1_0167_MR1,3937.0,4053.0,7990.0,3937,4053,7990,1.0,71.16382978723404,70.0,8.802609031319161,24.0,111.0,0.7186684978011236,0.26965968670318025,0.014518147684605758
OAS1_0026_MR1,3411.0,3584.0,6995.0,3411,3584,6995,1.0,70.13638313080772,70.0,8.52964297142039,35.0,130.0,0.7180360425278481,0.2775049033594626,0.02473195139385275
OAS1_0446_MR1,3515.0,3870.0,7385.0,3515,3870,7385,1.0,68.61922816519973,68.0,9.26723006589256,28.0,98.0,0.7189619078466724,0.2844028668473675,0.04807041299932295
OAS1_0454_MR1,3527.0,3512.0,7039.0,3527,3512,7039,1.0,68.09944594402614,68.0,10.168284176919782,25.0,105.0,0.7053560570710897,0.27911243818081416,0.002130984514845859
OAS1_0071_MR1,4245.0,4201.0,8446.0,4245,4201,8446,1.0,67.88396874260005,67.0,8.667089102066907,33.0,125.0,0.7143853697503774,0.26960336904206406,0.005209566658773384
OAS1_0372_MR1,3998.0,4320.0,8318.0,3998,4320,8318,1.0,70.66482327482568,70.0,9.793586966523556,30.0,134.0,0.7197848831112387,0.2754238679444733,0.03871122866073575
OAS1_0277_MR1,4692.0,5036.0,9728.0,4692,5036,9728,1.0,67.380859375,66.0,9.5847153156746,30.0,121.0,0.7218904936303198,0.27204413177945574,0.03536184210526316
OAS1_0267_MR1,3530.0,2956.0,6486.0,3530,2956,6486,1.0,64.6423065063213,66.0,11.6590091015812,17.0,94.0,0.7310288048587533,0.2796390475119365,0.08849830403946962
OAS1_0121_MR1,4823.0,4922.0,9745.0,4823,4922,9745,1.0,67.32508978963571,66.0,8.488280730121614,38.0,104.0,0.7130037303297414,0.2766824166218605,0.010159055926115957
OAS1_0165_MR1,4357.0,4475.0,8832.0,4357,4475,8832,1.0,69.59929800724638,69.0,9.088315402882905,28.0,117.0,0.7155182020692414,0.2763703295910914,0.013360507246376812
OAS1_0336_MR1,4143.0,4457.0,8600.0,4143,4457,8600,1.0,70.66279069767442,70.0,8.513587587342679,32.0,102.0,0.7275442479809345,0.2796834059542098,0.03651162790697674
OAS1_0326_MR1,3475.0,3437.0,6912.0,3475,3437,6912,1.0,70.15162037037037,70.0,9.52054538413829,24.0,105.0,0.7306742838543812,0.2852196505639833,0.005497685185185185
OAS1_0329_MR1,2652.0,2693.0,5345.0,2652,2693,5345,1.0,67.61253507951356,68.0,9.29713797809099,27.0,100.0,0.723514823008042,0.28460736073865306,0.007670720299345182
OAS1_0314_MR1,4867.0,5085.0,9952.0,4867,5085,9952,1.0,68.34525723472669,67.0,9.598573129561546,29.0,122.0,0.7124128721650385,0.2755493393931955,0.021905144694533762
OAS1_0006_MR1,3355.0,3422.0,6777.0,3355,3422,6777,1.0,69.46362697358714,69.0,9.11003095592177,31.0,113.0,0.7265333747390057,0.2731528783391211,0.00988638040430869
OAS1_0287_MR1,2736.0,3068.0,5804.0,2736,3068,5804,1.0,68.53669882839421,69.0,10.359070170381694,26.0,137.0,0.7235427854973313,0.2828253250123434,0.057201929703652656
OAS1_0438_MR1,3811.0,3616.0,7427.0,3811,3616,7427,1.0,70.31924060859028,70.0,9.30471026042369,23.0,102.0,0.7186378185860733,0.2808058179372292,0.02625555405951259
OAS1_0080_MR1,4316.0,4612.0,8928.0,4316,4612,8928,1.0,69.25739247311827,68.0,9.326913787495299,23.0,120.0,0.7202974464782353,0.2682338768860355,0.033154121863799284
OAS1_0431_MR1,4044.0,4104.0,8148.0,4044,4104,8148,1.0,68.52650957290133,68.0,10.008705549969529,29.0,139.0,0.7368548260297373,0.27970490311026863,0.007363770250368188
OAS1_0064_MR1,4038.0,4255.0,8293.0,4038,4255,8293,1.0,68.38960569154709,68.0,10.071109669303262,28.0,121.0,0.7176746109066782,0.28190302015218716,0.026166646569395876
OAS1_0142_MR1,3313.0,3076.0,6389.0,3313,3076,6389,1.0,68.45046173110033,69.0,10.470535477463999,23.0,105.0,0.7302065865511811,0.2846752144348889,0.03709500704335577
OAS1_0061_MR1,4565.0,4547.0,9112.0,4565,4547,9112,1.0,70.74363476733977,70.0,8.43797497812116,26.0,108.0,0.712986154716107,0.2768302045887342,0.001975417032484636
OAS1_0349_MR1,3604.0,3752.0,7356.0,3604,3752,7356,1.0,67.51767264817836,67.0,8.638491312619491,24.0,113.0,0.7321820861304262,0.27957385425028985,0.02011963023382273
OAS1_0241_MR1,3636.0,3832.0,7468.0,3636,3832,7468,1.0,68.8790840921264,69.0,9.979208520528859,23.0,104.0,0.7211510378831901,0.2844474959809608,0.026245313336904125
OAS1_0390_MR1,3963.0,4206.0,8169.0,3963,4206,8169,1.0,68.32513159505447,68.0,8.819155656066327,30.0,102.0,0.7183427866119874,0.2826872203443612,0.0297466030113845
OAS1_0123_MR1,3193.0,3569.0,6762.0,3193,3569,6762,1.0,65.59464655427388,66.0,9.620789304365422,22.0,101.0,0.7424396626351484,0.2900937468121563,0.05560485063590653
OAS1_0234_MR1,4216.0,4316.0,8532.0,4216,4316,8532,1.0,72.14521800281294,72.0,8.91842671546148,33.0,105.0,0.718585206777692,0.2797077809329839,0.011720581340834505
OAS1_0220_MR1,3128.0,3356.0,6484.0,3128,3356,6484,1.0,67.75879086983343,68.0,8.973732564792648,27.0,96.0,0.7275901385968301,0.2910896176613522,0.0351634793337446
OAS1_0074_MR1,4336.0,4288.0,8624.0,4336,4288,8624,1.0,68.82200834879406,68.0,8.881275922679837,20.0,107.0,0.7215316724907151,0.2809341288681476,0.0055658627087198514
OAS1_0133_MR1,3635.0,3650.0,7285.0,3635,3650,7285,1.0,74.31983527796842,74.0,8.07547431138174,28.0,105.0,0.7203380022549902,0.2760204198756057,0.002059025394646534
OAS1_0023_MR1,2418.0,3409.0,5827.0,2418,3409,5827,1.0,67.66809679080144,68.0,11.269908107945053,25.0,107.0,0.7249043753217413,0.28683728137901887,0.17007036210743093
OAS1_0068_MR1,4051.0,4157.0,8208.0,4051,4157,8208,1.0,71.11038011695906,71.0,8.901863673049695,28.0,111.0,0.7247619281263983,0.27832906123254275,0.012914230019493177
OAS1_0369_MR1,3402.0,3353.0,6755.0,3402,3353,6755,1.0,70.40044411547002,70.0,8.790276226115246,23.0,100.0,0.7341093374371344,0.28488437784938486,0.007253886010362694
OAS1_0157_MR1,3569.0,3851.0,7420.0,3569,3851,7420,1.0,69.42789757412399,70.0,11.123094798565043,23.0,108.0,0.7316106777920782,0.2873891174396697,0.038005390835579515
OAS1_0384_MR1,4396.0,4448.0,8844.0,4396,4448,8844,1.0,69.93113975576662,69.0,9.92055201799997,30.0,111.0,0.7104492390437162,0.2723038640382668,0.005879692446856626
OAS1_0088_MR1,4483.0,4396.0,8879.0,4483,4396,8879,1.0,72.18966099786012,71.0,8.726156423824634,23.0,144.0,0.7206146444228585,0.26638777479485964,0.009798400720801893
OAS1_0130_MR1,4248.0,4292.0,8540.0,4248,4292,8540,1.0,71.27295081967213,71.0,9.274974208157353,32.0,104.0,0.7049003965175625,0.273408162301122,0.005152224824355972
OAS1_0092_MR1,4031.0,4209.0,8240.0,4031,4209,8240,1.0,69.26759708737865,68.0,8.740674284313398,28.0,108.0,0.7201869193453783,0.2739699717516361,0.021601941747572816
OAS1_0137_MR1,2396.0,2441.0,4837.0,2396,2441,4837,1.0,67.40148852594584,69.0,12.133162245114976,13.0,103.0,0.7461033970464314,0.27906963840115895,0.009303287161463718
OAS1_0014_MR1,3905.0,3874.0,7779.0,3905,3874,7779,1.0,68.38899601491194,67.0,8.349519424416066,23.0,107.0,0.7125952090989844,0.27340968265942733,0.00398508805759095
OAS1_0018_MR1,4198.0,4233.0,8431.0,4198,4233,8431,1.0,70.62768354880797,70.0,8.78677893913449,35.0,111.0,0.7194232852120945,0.27803331327127945,0.004151346222274937
OAS1_0082_MR1,3165.0,3137.0,6302.0,3165,3137,6302,1.0,66.8278324341479,67.0,9.043849227674677,23.0,96.0,0.7121666206307848,0.2778088693535372,0.004443033957473818
OAS1_0195_MR1,3581.0,3653.0,7234.0,3581,3653,7234,1.0,67.8218136577274,68.0,8.682773804213783,23.0,111.0,0.7358451842646786,0.28846396790232004,0.009952999723527785
OAS1_0385_MR1,4212.0,4258.0,8470.0,4212,4258,8470,1.0,69.91475796930342,69.0,8.062480738681492,29.0,112.0,0.728954277639043,0.27672395007807626,0.005430932703659976
OAS1_0124_MR1,3302.0,3561.0,6863.0,3302,3561,6863,1.0,65.52484336296081,66.0,11.066800164930989,23.0,130.0,0.7268210967786196,0.2874824554365385,0.03773859828063529
OAS1_0129_MR1,4075.0,4438.0,8513.0,4075,4438,8513,1.0,69.23399506636908,69.0,8.693901113879505,28.0,108.0,0.7259562244430078,0.27707992108646473,0.04264066721484788
OAS1_0389_MR1,4545.0,4343.0,8888.0,4545,4343,8888,1.0,67.95375787578757,67.0,10.058906130342187,25.0,123.0,0.7249721072547788,0.27990634503003764,0.022727272727272728
OAS1_0417_MR1,4432.0,4586.0,9018.0,4432,4586,9018,1.0,71.39498780217343,71.0,7.931293546850312,37.0,102.0,0.712550660508777,0.2747387796271278,0.017076957196717677
OAS1_0216_MR1,3913.0,4156.0,8069.0,3913,4156,8069,1.0,69.64444169042012,69.0,9.710118061261692,27.0,128.0,0.7228206443006567,0.2769679459282887,0.030115255917709752
OAS1_0233_MR1,3404.0,3555.0,6959.0,3404,3555,6959,1.0,69.16137376059778,69.0,10.999038333819858,19.0,129.0,0.7439591691182266,0.2885349153639151,0.021698519902284812
OAS1_0445_MR1,2832.0,3481.0,6313.0,2832,3481,6313,1.0,69.37684143830192,70.0,10.096308718612468,21.0,100.0,0.7441869549507864,0.2886540264081829,0.102803738317757
OAS1_0328_MR1,4148.0,4355.0,8503.0,4148,4355,8503,1.0,68.60802069857698,68.0,8.469442225078726,28.0,113.0,0.720193863066614,0.27981501262582176,0.024344349053275316
OAS1_0003_MR1,3017.0,3044.0,6061.0,3017,3044,6061,1.0,66.36578122422043,68.0,10.525744580068496,16.0,96.0,0.7390544905294151,0.28244038080061346,0.0044547104438211515
OAS1_0001_MR1,3665.0,3745.0,7410.0,3665,3745,7410,1.0,67.85141700404859,68.0,9.533076236268778,15.0,103.0,0.7387783130975757,0.2866018664675197,0.010796221322537112
OAS1_0058_MR1,4436.0,4662.0,9098.0,4436,4662,9098,1.0,70.17454385579248,69.0,9.892202144210655,29.0,128.0,0.7167820705785671,0.27469795255408674,0.024840624313035832
OAS1_0305_MR1,4330.0,4121.0,8451.0,4330,4121,8451,1.0,68.33274168737428,67.0,8.737675908581792,34.0,121.0,0.7145798038695913,0.2733366037372886,0.024730801088628563
OAS1_0213_MR1,3500.0,3703.0,7203.0,3500,3703,7203,1.0,69.71206441760377,69.0,9.62054483437355,25.0,149.0,0.7367799116089727,0.26856862825466615,0.028182701652089408
OAS1_0209_MR1,3844.0,3816.0,7660.0,3844,3816,7660,1.0,70.53211488250653,70.0,8.499248160105875,34.0,105.0,0.715883406289407,0.2782147190949334,0.0036553524804177544
OAS1_0117_MR1,4110.0,3929.0,8039.0,4110,3929,8039,1.0,67.43649707675084,67.0,9.987249812659158,22.0,109.0,0.7337647587435784,0.28249720377984416,0.022515238213708173
OAS1_0260_MR1,3651.0,3922.0,7573.0,3651,3922,7573,1.0,70.02376865178925,71.0,11.674554497620148,18.0,108.0,0.7273542088951106,0.2764898583849435,0.03578502574937277
OAS1_0223_MR1,3609.0,3891.0,7500.0,3609,3891,7500,1.0,67.1164,68.0,11.20351958270257,23.0,101.0,0.7151618288686417,0.2771712048234481,0.0376
OAS1_0106_MR1,3316.0,3108.0,6424.0,3316,3108,6424,1.0,72.69022415940225,73.0,9.129188559804337,34.0,115.0,0.7299042989928284,0.2813929433077581,0.0323785803237858
OAS1_0410_MR1,3953.0,4099.0,8052.0,3953,4099,8052,1.0,66.39865871833085,66.0,9.267538558227649,27.0,114.0,0.7167734392812215,0.27859623740498957,0.018132141082960754
OAS1_0208_MR1,4526.0,4620.0,9146.0,4526,4620,9146,1.0,68.2270938115023,68.0,9.74501799383373,17.0,105.0,0.720626733989111,0.2807735378394381,0.010277717034769297
OAS1_0084_MR1,3152.0,2980.0,6132.0,3152,2980,6132,1.0,65.26337247227659,66.0,10.773763563420847,27.0,114.0,0.7236942449759364,0.28881474830075904,0.028049575994781473
OAS1_0416_MR1,4243.0,4293.0,8536.0,4243,4293,8536,1.0,70.49343955014058,70.0,8.88025378514151,32.0,137.0,0.7311114341840855,0.27080524677453055,0.005857544517338332
OAS1_0420_MR1,4491.0,4416.0,8907.0,4491,4416,8907,1.0,68.9689008644886,68.0,8.75456791408,22.0,104.0,0.7211612234661798,0.27473671146135675,0.008420343550016841
OAS1_0265_MR1,3634.0,3609.0,7243.0,3634,3609,7243,1.0,68.37374016291592,68.0,10.280380302324858,25.0,104.0,0.724449611344988,0.2822354706159614,0.0034516084495374846
OAS1_0444_MR1,3828.0,3854.0,7682.0,3828,3854,7682,1.0,69.53762041135121,69.0,8.731193779730425,29.0,123.0,0.7272634251774701,0.2798384555652249,0.003384535277271544
OAS1_0333_MR1,3963.0,3727.0,7690.0,3963,3727,7690,1.0,68.82990897269181,68.0,9.088865713921964,27.0,109.0,0.7192230066873224,0.27642351167814233,0.030689206762028607
OAS1_0439_MR1,4198.0,4338.0,8536.0,4198,4338,8536,1.0,68.6194939081537,68.0,8.844075981627519,29.0,110.0,0.719693673455784,0.2766700359530083,0.01640112464854733
OAS1_0286_MR1,3665.0,4394.0,8059.0,3665,4394,8059,1.0,69.28961409604169,70.0,11.361033889618149,25.0,113.0,0.7249095031047591,0.28624758320897553,0.09045787318525872
OAS1_0428_MR1,2776.0,3347.0,6123.0,2776,3347,6123,1.0,68.84729707659643,68.0,10.84362610652475,27.0,104.0,0.7130243097593472,0.27883658007613,0.09325494038869835
OAS1_0054_MR1,4606.0,4513.0,9119.0,4606,4513,9119,1.0,70.34499396863691,70.0,8.756096361201138,26.0,120.0,0.7307389727387809,0.2803003824074219,0.010198486676170633
OAS1_0282_MR1,4018.0,4106.0,8124.0,4018,4106,8124,1.0,68.48424421467257,67.0,9.004888048803098,36.0,141.0,0.7209822710813979,0.2740047387411736,0.010832102412604629
OAS1_0131_MR1,4494.0,4406.0,8900.0,4494,4406,8900,1.0,67.3014606741573,66.0,9.711270997314664,27.0,110.0,0.7295506245493496,0.2802005745590252,0.009887640449438202
OAS1_0243_MR1,3809.0,4192.0,8001.0,3809,4192,8001,1.0,70.60854893138358,70.0,10.019478437679092,27.0,106.0,0.7276999607143044,0.28693457037973774,0.047869016372953384
OAS1_0161_MR1,3700.0,3680.0,7380.0,3700,3680,7380,1.0,65.75352303523036,66.0,9.686765329436465,24.0,107.0,0.7354414649806195,0.29101720597479686,0.0027100271002710027
